,user_id,auction_id,cat_id,cat1,buy_mount,day,birthday,age
322,859624068,15421138219,50013207,1,1,2012/9/24,2011/8/24,1.09
323,1041892321,8365793861,211122,6,2,2013/9/17,2012/8/1,1.13
324,229407174,16630334492,50011993,2,1,2013/9/10,2008/12/23,4.72
325,771784864,16243586211,50012363,5,1,2012/11/13,2012/8/24,0.22
326,352463907,38798532956,50012364,5,1,2014/5/18,2011/4/2,3.13
327,1973092345,40689679805,50010549,1,1,2014/12/17,2003/3/3,11.8
328,1783121841,19858743927,50013636,1,1,2013/8/27,2004/3/23,9.44
329,603123248,39784731013,50018831,3,1,2014/7/16,2013/11/21,0.65
330,593517038,16377441164,50010555,1,1,2013/1/30,2012/6/26,0.6
331,138548893,37661147464,50013875,3,1,2014/8/24,2014/6/27,0.16
332,12950574,37840677938,50012474,2,3,2014/6/10,2009/7/8,4.93
333,183827816,5700732011,50014250,2,3,2013/1/7,2011/4/30,1.69
334,65312343,27144848296,50012359,5,1,2013/11/27,2009/6/27,4.42
335,159041066,35536936961,50018831,3,2,2013/11/11,2012/7/23,1.3
336,370606430,37994392815,121408024,1,2,2014/6/22,2013/6/4,1.05
337,48655521,35017672642,50023661,2,1,2013/11/27,2011/1/1,2.91
338,63437351,15357925576,50006028,4,1,2012/8/17,2012/10/15,-0.16
339,660371928,18402451663,50018436,3,1,2013/9/1,2013/3/5,0.49
340,35831517,39512885303,50011993,2,1,2014/12/30,2011/7/8,3.48
341,712034589,40105767828,50010542,1,1,2014/8/25,2011/1/6,3.64
342,675728690,17410028431,50008728,3,1,2014/2/9,2010/11/15,3.24
343,764418129,17355245633,50012451,1,1,2013/3/23,2012/10/12,0.44
344,506946641,41475051106,50013636,1,1,2014/10/6,2013/4/18,1.47
345,46577846,15739450160,50006602,1,1,2012/9/13,2012/5/18,0.32
346,393226650,14271509472,50014260,2,1,2012/9/27,2013/4/25,-0.58
347,478118517,38737713594,50146022,1,1,2014/5/23,2013/11/3,0.55
348,72088976,35141794469,50016704,4,1,2014/12/12,2014/11/6,0.1
349,127104347,19331177776,50016454,2,1,2014/2/11,2012/4/24,1.8
350,1702276954,15453768437,50004457,3,2,2013/11/18,2013/8/21,0.24
351,34582044,43428724709,50010538,1,1,2015/1/11,2012/11/1,2.19
352,61620681,35055137651,50007011,1,1,2013/11/11,2013/3/8,0.68
353,35497496,37251899549,50023536,2,1,2014/4/9,2009/10/20,4.47
354,1055336274,23259420393,50013636,1,1,2013/4/25,2012/4/29,0.99
355,95793571,18163269573,50012378,4,1,2013/8/13,2013/10/10,-0.16
356,141263038,38705572016,121472021,1,1,2014/5/10,2011/11/28,2.45
358,798742650,41758037377,50013636,1,1,2014/10/23,2013/11/4,0.97
359,16992440,36645240582,50012474,2,3,2014/2/24,2012/5/16,1.78
360,219658557,19143365121,50010536,1,1,2013/9/4,2013/2/20,0.54
361,1671493753,14147330386,50023591,4,1,2014/5/9,2014/12/22,-0.62
362,120971704,38539512251,50013636,1,1,2014/4/18,2011/6/24,2.82
363,910140800,9921993020,50010555,1,1,2013/9/9,2013/3/2,0.52
364,466369304,16589171765,50026474,4,1,2013/4/23,2013/8/2,-0.28
365,92192666,16130303961,50013078,2,1,2012/12/13,2011/9/22,1.23
367,26184254,7161010744,50010558,1,1,2014/3/17,2012/12/21,1.24
368,838135776,13419573116,50001732,3,1,2013/2/25,2013/2/6,0.05
369,656871588,14269854834,50006843,6,2,2012/8/26,2011/9/5,0.98
370,2254611367,38282204077,50023670,2,1,2015/1/30,2011/10/31,3.25
371,69435486,41564495005,50013636,1,1,2014/11/11,2012/8/21,2.22
372,58846126,35162436883,50010555,1,1,2014/8/14,2014/5/25,0.22
373,188785717,27189944241,50013636,1,1,2013/10/23,2011/6/17,2.35
374,818761936,14211333226,50012363,5,1,2013/10/29,2013/12/5,-0.1
375,1709476961,40799817988,121450022,1,1,2014/11/28,2013/1/6,1.89
376,14304064,15929031075,50012361,5,1,2012/10/19,2010/6/1,2.39
377,326454822,37065186859,50012359,5,1,2014/3/11,2009/4/3,4.94
378,49008121,41884632444,50013636,1,1,2014/12/11,2011/3/10,3.76
379,20570454,5764432116,211122,6,4,2012/11/24,2008/10/17,4.11
380,73291425,41088982319,50012365,5,1,2014/12/20,2010/6/28,4.48
381,12576056,17676479598,50146022,1,1,2012/12/19,2011/6/11,1.53
382,795355691,19227493922,50010236,3,1,2014/7/19,2011/7/9,3.03
383,1045498739,37062248680,50012363,5,1,2014/3/25,2013/9/26,0.49
384,371636266,40175617683,50006602,1,1,2014/9/24,2013/12/4,0.81
385,367656020,23067224319,50008847,2,1,2014/1/8,2006/11/13,7.16
386,559247716,4101836471,50012777,3,1,2013/3/13,2012/10/20,0.39
388,46013049,40782358000,50023792,2,1,2014/9/23,2014/4/8,0.46
389,403609077,14566715416,50014129,2,1,2012/11/24,2011/8/2,1.32
390,528643545,14497047720,50018854,6,1,2013/7/4,2012/12/4,0.58
391,24466085,13006065985,50012428,2,1,2013/4/27,2011/9/3,1.65
392,22337360,36174768297,50013176,2,1,2014/3/22,2004/9/12,9.53
393,88290456,17077213987,50010566,1,1,2013/4/23,2009/1/18,4.26
394,350100046,37866294912,121466023,1,1,2015/1/19,2011/5/9,3.7
395,21415917,16866228043,50013636,1,2,2012/8/8,2006/8/1,6.02
396,2020687907,36738468079,50003700,2,1,2014/5/13,2012/7/4,1.86
397,55875510,37278421412,50013207,1,1,2014/2/21,2012/8/3,1.55
398,60387171,35323826536,50018831,3,1,2015/1/27,2013/2/16,1.95
399,85942387,16020062354,50010566,1,1,2013/7/27,2012/12/26,0.58
400,98246781,42687826427,50010544,1,1,2015/1/16,2012/6/18,2.58
401,139879121,38771009347,121404037,2,1,2014/5/28,2004/6/22,9.94
402,123044613,7686784451,50013076,2,1,2012/9/11,2011/12/10,0.76
403,883158198,22487867606,50010542,1,1,2013/10/9,2013/6/10,0.33
404,266966105,16438641476,50012451,1,1,2013/10/9,2008/10/13,4.99
405,502828062,9869585664,50012360,5,1,2013/10/5,2011/10/17,1.97
406,85390387,21576648427,50012835,3,1,2014/7/29,2003/9/9,10.89
407,322204938,17807792203,50023591,4,1,2013/2/9,2013/6/26,-0.38
408,745559711,17980610442,50006602,1,1,2013/8/29,2013/2/17,0.53
409,63157165,37655675532,50012451,1,1,2014/4/1,2011/8/9,2.65
410,80014536,15046969968,50015969,3,1,2012/8/31,2012/6/15,0.21
411,1635254677,35016114923,50008856,2,1,2014/3/23,2013/1/23,1.16
412,16031078,14738743406,50010555,1,1,2014/11/23,2012/3/25,2.67
413,59441576,17923074128,50012364,5,1,2013/4/26,2010/2/23,3.17
414,1108310267,21302907272,50015913,2,1,2014/2/10,2013/10/2,0.36
415,486110123,17491816827,250822,2,25,2013/5/11,2014/6/2,-1.06
416,592767759,37471458146,121470030,3,1,2014/7/28,2014/8/24,-0.07
417,101415002,17624741051,50006602,1,1,2014/2/8,2012/3/15,1.9
418,30595206,41281557093,50010557,1,1,2014/10/24,2007/9/18,7.1
419,235795692,36648339381,50008875,2,1,2014/5/17,2013/4/25,1.06
420,58666247,20434808888,50012387,4,1,2013/10/23,2014/3/7,-0.37
421,748181531,17123541393,50016706,4,1,2014/4/29,2014/7/22,-0.23
422,702647816,37368848270,50008845,2,1,2015/1/4,2014/3/22,0.79
423,154930665,27262968502,50006602,1,1,2013/10/9,2011/2/18,2.64
424,1921509424,38404276502,50012449,1,1,2014/4/24,2013/5/31,0.9
425,1075810191,36581146577,50002682,4,1,2014/2/23,2014/7/18,-0.4
426,10923201,19166868327,50013636,1,1,2014/3/28,2011/8/30,2.58
427,113243127,19048924386,50024235,2,1,2013/6/5,2011/2/26,2.27
428,165283246,40132178686,50013636,1,1,2015/1/13,2013/11/4,1.19
429,406365709,25411420301,50006602,1,1,2014/5/30,2013/6/8,0.98
430,15108904,36234619723,50006602,1,1,2014/11/13,2012/12/14,1.92
431,697241495,15838328461,50012359,5,1,2013/4/11,2010/5/17,2.9
432,692815952,41054973614,50012359,5,1,2014/9/20,2013/7/14,1.19
433,30438040,15533087731,50013207,1,1,2012/7/24,2003/10/17,8.78
434,50168231,35640867251,50015146,2,1,2013/11/21,2009/4/28,4.57
435,346883797,5774771230,50006521,3,10,2013/1/11,2012/3/28,0.79
436,35009662,19029831028,50010555,1,1,2013/5/8,2012/11/24,0.45
437,166937481,18246384723,50012244,3,1,2014/1/4,2013/6/20,0.54
438,694874554,10074559658,50006097,2,1,2015/2/4,2012/11/22,2.2
439,929851,15450068504,50018615,6,7,2012/8/28,2011/4/3,1.41
440,1087643545,17761773755,50026494,4,1,2013/7/14,2013/6/29,0.04
441,240345601,23220500950,50010555,1,1,2013/7/9,2013/4/13,0.24
442,33702305,40517200867,50018831,3,2,2014/11/3,2013/3/18,1.63
443,241837911,20248930866,50011993,2,1,2013/10/20,2012/12/25,0.82
444,83942488,36873348815,50012431,3,1,2014/1/14,2010/6/21,3.57
445,83744798,15727837800,50013187,2,1,2013/2/26,2012/8/5,0.56
446,425087423,16986642032,50012442,1,1,2014/7/21,2011/11/23,2.66
447,59596068,13044166016,50007011,1,1,2013/4/12,2013/4/28,-0.04
448,90961714,21415840626,50013711,1,1,2013/1/9,2012/2/10,0.92
449,282788237,19023455943,50006030,4,1,2013/5/13,2010/12/6,2.44
450,115930791,16001019378,50006602,1,1,2013/5/11,2013/5/19,-0.02
451,647746339,39486145157,50012474,2,1,2014/11/12,2013/2/7,1.76
452,388415192,8484189532,50016037,2,1,2012/11/21,2009/9/18,3.18
453,191039747,7984139502,50008859,2,1,2014/12/31,2014/7/9,0.48
454,137364326,41879958756,50013636,1,1,2014/11/19,2010/11/12,4.02
455,279185110,26285792643,50012361,5,1,2013/8/21,2007/8/16,6.02
456,66755460,6237968940,50010555,1,1,2014/3/2,2011/3/7,2.99
457,841216238,39168664475,50018831,3,1,2014/10/20,2013/5/5,1.46
458,84890647,35673538787,50010558,1,1,2014/3/16,2013/2/28,1.04
459,95849627,18777262460,50009542,3,1,2013/8/6,2006/12/23,6.62
460,58386865,39897792904,50012464,3,1,2015/1/30,2013/3/19,1.87
461,816959238,22706648500,50018854,6,1,2013/5/4,2012/6/21,0.87
462,293128525,17378981300,50012777,3,1,2013/3/7,2013/3/6,0
463,75613245,37880332798,50006602,1,1,2014/3/25,2011/11/22,2.34
464,78613406,17198495783,50012365,5,1,2012/12/16,2007/11/4,5.12
465,48419732,4956964934,50018412,3,2,2013/5/17,2010/4/9,3.11
466,16265490,9497763160,50006602,1,2,2013/4/9,2009/12/9,3.33
467,197411149,41152012097,121452056,1,1,2014/11/12,2010/4/29,4.54
468,106735420,19899285873,50018831,3,1,2013/10/10,2013/7/9,0.25
469,338773232,12726865474,50012485,3,1,2012/7/22,2012/8/7,-0.04
470,1020368066,41101540039,50010536,1,4,2014/10/4,2010/6/1,4.35
471,143808779,38080383704,251725,2,1,2014/9/8,2010/10/1,3.94
472,72341311,18004159980,121394024,1,1,2014/11/9,2014/4/6,0.59
473,1094274418,42132824541,121394024,1,1,2014/12/14,2013/8/3,1.36
474,658919521,16394503918,50012245,3,1,2014/4/5,2013/10/14,0.47
475,689783888,4534860816,50023722,2,1,2015/1/9,2014/3/4,0.85
476,423008263,17767144594,50005971,3,5,2012/7/17,2012/8/12,-0.07
477,606024981,21594983443,50013636,1,1,2013/10/9,2014/3/26,-0.46
478,57613642,25157808743,50006820,2,2,2014/6/24,2013/7/20,0.93
479,21185033,15851569810,50010558,1,1,2012/11/5,2006/4/7,6.59
480,1081341647,12273717040,50010236,3,1,2013/4/25,2014/12/9,-1.62
481,40305507,36380970504,50013636,1,1,2013/12/13,2011/10/17,2.16
482,732541962,26523564056,50008875,2,1,2013/8/17,2012/12/28,0.64
483,243385,22131823066,50012442,1,1,2013/9/2,2011/7/10,2.15
484,10339332,13174075495,50001732,3,1,2014/5/26,2011/9/10,2.71
485,22775189,23946808667,50018824,6,1,2014/3/3,2012/4/19,1.87
486,726334191,18989305426,121472022,1,1,2014/12/26,2010/2/25,4.84
487,37050995,21297820700,50009542,3,1,2013/4/29,2012/10/22,0.52
488,384841734,36809658862,50018436,3,1,2014/3/15,2012/8/30,1.54
489,1062425612,14402922681,50014129,2,1,2012/11/18,2012/9/2,0.21
490,25176194,18407251501,50016704,4,1,2014/6/9,2014/9/13,-0.26
491,1706543412,15719276440,50012451,1,2,2013/6/5,2011/1/5,2.42
492,864297971,15679625429,50010557,1,1,2014/7/3,2013/3/9,1.32
493,771232308,27226684376,50010558,1,1,2013/9/26,2010/4/15,3.45
494,171219494,13398440711,50009540,3,1,2013/9/15,2013/11/9,-0.15
495,1720825303,37286151338,50006030,4,1,2014/4/25,2014/7/21,-0.24
496,476002223,13405998671,50018831,3,1,2013/4/3,2012/8/17,0.63
497,1124076737,14835220006,50013711,1,1,2013/3/16,2012/10/13,0.42
498,10405255,10775413892,50228021,3,1,2014/12/24,2012/2/14,2.86
500,64093162,43674029889,50010545,1,1,2015/1/29,2010/8/16,4.46
501,854553317,41158352472,50015727,3,1,2015/2/1,2014/1/19,1.04
502,60392074,41822227906,121452056,1,1,2014/11/8,2013/3/21,1.64
503,1069860359,35373986189,50005982,3,1,2014/1/1,2013/5/8,0.65
504,125703503,36220244871,50007014,1,1,2014/10/28,2012/7/25,2.26
505,725520721,22101231843,50024787,1,1,2013/10/21,2011/12/8,1.87
506,857559826,15239002450,50006099,3,1,2014/6/7,2013/10/13,0.65
507,34911780,16873424587,50016240,3,2,2012/8/13,2010/3/2,2.45
508,1589292035,19745033946,50010544,1,1,2014/1/8,2011/6/5,2.6
509,38130097,23232564633,50011819,4,1,2013/12/23,2014/1/27,-0.1
510,17431245,9757291856,50016116,6,1,2012/11/11,2011/1/15,1.82
511,51598634,12758074281,50013177,2,1,2013/3/7,2011/6/12,1.74
512,97489185,16568126633,50012245,3,3,2013/12/5,2014/4/29,-0.4
513,734958687,17733994279,50012451,1,1,2013/11/11,2012/9/16,1.15
514,474782625,12898343737,50013175,2,1,2014/10/9,2014/7/15,0.24
515,444309931,16025522463,50012365,5,1,2013/8/30,2010/8/10,3.06
516,324693962,19416126848,50023457,2,1,2014/8/21,2014/2/19,0.5
517,72555454,12759153835,50009544,3,1,2013/1/7,2012/3/2,0.85
518,260092225,20816740935,50010538,1,1,2014/1/14,2011/10/5,2.28
519,111621945,37405203875,50010558,1,1,2014/4/9,2013/8/9,0.67
520,687066529,38674183111,50013636,1,1,2014/6/16,2011/5/11,3.1
521,359601689,16383996535,50018831,3,160,2012/11/5,2011/12/15,0.89
522,150795260,36706144350,50013207,1,1,2014/2/18,2012/11/21,1.24
523,1133628211,35522172934,50013636,1,1,2014/2/18,2012/9/3,1.46
524,479631961,19452723965,50012375,4,1,2013/4/30,2011/7/25,1.77
525,277357538,19637551680,50014129,2,1,2013/7/5,2012/6/16,1.05
526,740015689,26605352858,50010558,1,1,2013/10/2,2013/9/26,0.02
527,810566789,4063063501,50011993,2,1,2013/8/8,2014/3/18,-0.61
528,133595268,22373364858,50023790,2,1,2013/4/27,2011/9/19,1.61
529,1083497049,16934951160,50026467,4,1,2014/3/13,2014/8/15,-0.42
530,27213666,19661743129,50013207,1,1,2013/6/29,2008/4/13,5.21
531,345134125,15428632230,50006602,1,4,2012/10/31,2013/1/18,-0.22
532,451100817,12351340442,50012360,5,1,2012/9/1,2011/7/24,1.11
533,667774265,39859536457,50012363,5,1,2014/12/11,2013/10/10,1.17
534,1045319175,41777738478,50010544,1,1,2014/10/29,2011/2/9,3.72
535,89781118,12745894835,50007011,1,1,2014/11/14,2013/1/12,1.84
536,2020957900,16310626305,121406041,3,2,2014/8/29,2014/4/30,0.33
537,102088293,10896260765,50018202,6,1,2012/7/23,2013/5/25,-0.84
538,609791410,13447157946,50010555,1,1,2014/3/27,2014/2/20,0.1
539,397468855,17829565913,50016704,4,1,2014/6/24,2014/8/4,-0.11
540,249709718,20135536355,50023632,4,1,2013/7/2,2013/11/20,-0.39
541,275987542,41284638240,50013187,2,1,2015/1/19,2014/1/3,1.04
542,188600174,41460345919,50016704,4,1,2015/1/19,2014/1/21,0.99
543,116573081,22230172158,50008860,2,1,2013/4/22,2012/11/13,0.44
544,867476098,18721720021,50018831,3,3,2014/9/23,2013/8/6,1.13
545,78923188,19067790880,50013207,1,1,2013/10/1,2002/12/5,10.83
546,800173649,38011223484,50013711,1,1,2014/4/29,2013/7/20,0.78
547,41338352,40175289795,50010548,1,1,2015/2/5,2008/1/30,7.02
548,783992038,15974069820,50012442,1,1,2013/2/1,2008/7/23,4.53
549,1040314082,35408076111,50012365,5,1,2013/12/25,2012/4/22,1.68
550,713724745,17534699048,50010557,1,1,2013/1/2,2010/4/24,2.7
551,186418698,9921844112,50001748,3,1,2014/3/24,2012/1/18,2.18
552,849873788,22306427962,50015399,3,1,2014/3/24,2014/5/19,-0.15
553,55069180,38554350650,50012363,5,1,2015/1/27,2014/8/7,0.47
554,746338356,22783804746,50010236,3,1,2013/8/31,2013/8/6,0.07
555,110798294,20393276096,50013187,2,1,2013/4/21,2012/9/23,0.58
556,396311979,38600911631,50013636,1,1,2014/5/20,2011/9/26,2.65
557,581726208,35529901024,50001732,3,1,2014/11/2,2015/8/15,-0.78
558,924007702,14569480798,50013636,1,2,2013/3/24,2009/12/24,3.25
559,23208537,12897458131,50013636,1,1,2013/1/20,2008/4/16,4.77
560,809244853,6979189785,50011993,2,1,2014/12/20,2015/5/2,-0.36
561,383735470,20266883067,50009540,3,1,2014/8/9,2011/8/19,2.98
562,1858557399,15918599107,50026465,4,1,2014/3/18,2014/11/15,-0.66
563,2214580556,40062433875,50010558,1,1,2014/9/28,2012/12/1,1.82
564,130263794,21934484610,50010536,1,1,2013/2/23,2010/4/29,2.82
565,676404930,19859302033,50013207,1,1,2014/3/8,2014/12/15,-0.77
566,354804408,3621425317,211122,6,4,2014/1/8,2013/3/27,0.79
567,805018083,16242741819,50013636,1,1,2014/1/8,2012/10/6,1.26
568,72746697,37346822188,121394024,1,1,2014/8/17,2014/2/22,0.48
569,545936732,37988424283,50010558,1,1,2014/5/6,2006/8/10,7.74
570,77723093,41830139440,50013207,1,1,2014/11/10,2013/12/21,0.89
571,75758080,5470994165,121408024,1,1,2014/8/29,2012/3/2,2.49
572,25526539,7755758394,50007011,1,5,2012/11/8,2014/3/9,-1.33
573,95428725,25921288431,251725,2,1,2014/9/9,2012/3/31,2.44
574,755743741,35015569650,50018831,3,1,2014/11/10,2014/7/17,0.32
575,183137017,25548712116,50024842,1,2,2013/12/12,2007/11/5,6.11
576,32418211,15660287003,50023663,2,1,2012/11/26,2009/9/29,3.16
577,705498556,3595424276,50016704,4,1,2012/11/11,2012/10/4,0.1
578,669342381,20398471742,50012474,2,1,2014/2/8,2013/10/18,0.31
579,824413527,37679509075,50018436,3,1,2014/4/7,2013/12/1,0.35
580,180473754,42171808031,121452026,2,1,2015/1/7,2013/5/22,1.63
581,355762297,14854905804,50023790,2,3,2013/9/22,2009/9/23,4
582,665216877,41725198233,121450022,1,1,2014/12/4,2014/2/26,0.77
583,648024036,38493052092,50023670,2,4,2014/12/12,2011/7/30,3.37
584,743394056,40228281930,50012431,3,1,2014/10/29,2010/11/25,3.93
585,2757,17429550751,50010555,1,1,2013/4/10,2013/3/11,0.08
586,13848376,40827442866,50013636,1,1,2014/11/11,2014/8/21,0.22
587,138180945,18706404728,50014863,3,5,2014/5/15,2008/9/28,5.63
588,415971,20854308837,50010548,1,1,2013/1/28,2012/11/11,0.21
589,44732791,16292306416,50010544,1,1,2014/1/14,2011/8/28,2.38
590,121722809,15071189647,50006843,6,2,2015/1/4,2014/6/1,0.59
591,83472357,12555432766,50005982,3,1,2013/6/11,2013/1/20,0.39
592,65651861,21971788076,50010558,1,1,2013/3/15,2011/11/24,1.31
593,14342858,17894670737,50023598,2,1,2014/11/5,2011/2/7,3.75
594,917524288,10303049467,50012456,3,30,2013/5/3,2011/6/24,1.86
595,21838963,16364059790,121470030,3,5,2014/6/24,2014/3/10,0.29
596,45661628,14022380103,121456023,3,1,2014/10/8,2013/10/15,0.98
597,61127135,18444305120,50008875,2,1,2013/5/23,2012/3/17,1.18
598,785043910,39602511660,121364022,1,2,2014/10/3,2013/5/30,1.35
599,57494340,20062826101,50012456,3,10,2014/3/8,2014/5/18,-0.19
600,628378860,16236503292,50013636,1,1,2014/9/25,2012/8/16,2.11
601,1911445233,38373903143,50013711,1,2,2014/4/19,2012/4/30,1.97
602,343603914,13045695341,50015582,4,1,2013/2/17,2013/2/25,-0.02
603,918918455,16294746265,50012379,4,1,2013/3/2,2008/10/22,4.36
604,325759617,18770494335,50023651,2,1,2014/3/14,2010/8/12,3.59
605,353221225,36095707144,50012365,5,1,2013/12/12,2011/8/13,2.33
606,61079421,18769969047,50014274,3,1,2013/8/3,2013/5/1,0.26
607,69841787,38264188766,50018860,2,1,2014/4/8,2014/7/25,-0.3
608,20451388,17358761118,211122,6,1,2013/3/21,2012/1/29,1.14
609,42558014,22369788243,50010558,1,1,2013/3/21,2010/7/4,2.72
610,75200815,18064299870,50018831,3,1,2014/9/13,2013/11/14,0.83
611,124527924,9590124906,50013711,1,1,2012/10/18,2011/9/30,1.05
612,775584118,2254371483,50018820,6,1,2013/8/16,2012/10/23,0.81
613,78375309,26632468078,50013636,1,1,2013/8/16,2013/3/22,0.4
614,13101455,13887162135,50012423,2,1,2012/8/29,2011/8/19,1.03
615,790148926,40018409687,50018436,3,1,2014/11/24,2014/8/27,0.24
616,76580427,25481540232,50014274,3,1,2013/6/7,2012/3/7,1.25
617,23086954,3219122303,50014273,3,1,2013/1/25,2011/10/8,1.3
618,1754594929,13592670420,50018438,3,1,2014/9/20,2014/8/26,0.07
619,18190851,17092246580,50014129,2,2,2013/3/31,2011/1/1,2.25
620,1649930323,36491323240,50006602,1,1,2014/7/29,2010/10/4,3.82
621,751654337,13224096340,50013636,1,1,2013/3/22,2008/9/27,4.48
622,338734269,38898356938,50023663,2,1,2014/8/22,2013/9/26,0.9
623,414883979,18476245692,50012442,1,1,2013/6/14,2008/3/27,5.22
624,679878153,17187307783,50013636,1,1,2014/8/6,2013/9/27,0.86
625,38061660,19866862313,50010549,1,1,2013/11/11,2011/12/3,1.94
626,56663970,8007595536,50016034,2,1,2013/10/25,2009/11/16,3.94
627,1641457379,18721720021,50018831,3,1,2014/9/30,2013/12/26,0.76
628,46951908,21763132643,50023536,2,1,2014/8/29,2009/12/17,4.7
629,15786531,40445341453,50010557,1,1,2014/8/28,2008/9/22,5.93
631,730302768,14663445988,50006095,2,1,2012/9/23,2011/3/30,1.49
632,760737575,43059024152,50013636,1,1,2015/1/21,2015/3/6,-0.12
633,174880005,43530317698,50010566,1,1,2015/2/3,2007/9/10,7.41
634,393380275,25185692215,50006602,1,1,2014/7/29,2010/2/9,4.47
635,882909923,36344284817,50010558,1,1,2014/1/4,2012/5/16,1.64
